English,IPA
disciples,/dɪsaɪpʌlz/
inherently,/ɪnhɪrʌntli/
mercury,/mɝkjɝi/
merge,/mɝdʒ/
modeled,/mɑdʌld/
oceans,/oʊʃʌnz/
organizing,/ɔrɡʌnaɪzɪŋ/
outlined,/aʊtlaɪnd/
solvent,/sɑlvʌnt/
suburban,/sʌbɝbʌn/
sums,/sʌmz/
swim,/swɪm/
unofficial,/ʌnʌfɪʃʌl/
vertically,/vɝtɪkli/
viruses,/vaɪrʌsʌz/
ballet,/bæleɪ/
conviction,/kʌnvɪkʃʌn/
criminals,/krɪmʌnʌlz/
destructive,/dɪstrʌktɪv/
disappear,/dɪsʌpɪr/
experiencing,/ɪkspɪriʌnsɪŋ/
hate,/heɪt/
joints,/dʒɔɪnts/
kidney,/kɪdni/
motions,/moʊʃʌnz/
quit,/kwɪt/
real-time,N/A
recipient,/rʌsɪpiʌnt/
referenced,/rɛfɝʌnst/
robots,/roʊbɑts/
rotated,/roʊteɪtɪd/
senators,/sɛnʌtɝz/
submerged,/sʌbmɝdʒd/
trusted,/trʌstɪd/
vibration,/vaɪbreɪʃʌn/
violations,/vaɪʌleɪʃʌnz/
wolves,/wʊlvz/
th-century,N/A
aggregate,/æɡrʌɡʌt/
alloys,/ælɔɪz/
aluminum,/ʌlumʌnʌm/
attracting,/ʌtræktɪŋ/
blank,/blæŋk/
contamination,/kʌntæmʌneɪʃʌn/
databases,/deɪtʌbeɪsɪz/
evolve,/ɪvɑlv/
hunters,/hʌntɝz/
inform,/ɪnfɔrm/
outlets,/aʊtlɛts/
owns,/oʊnz/
periodically,/piriɑdɪkʌli/
precious,/prɛʃʌs/
programmer,/proʊɡræmɝ/
steal,/stil/
stepped,/stɛpt/
strains,/streɪnz/
summers,/sʌmɝz/
backup,/bækʌp/
benefited,/bɛnʌfɪtɪd/
characterised,N/A
colonization,/kɑlʌnɪzeɪʃʌn/
computed,/kʌmpjutʌd/
disliked,/dɪslaɪkt/
feminine,/fɛmʌnʌn/
fortified,/fɔrtʌfaɪd/
fuselage,/fjusʌlɑdʒ/
hunted,/hʌntʌd/
illusion,/ɪluʒʌn/
illustrate,/ɪlʌstreɪt/
mathematicians,/mæθʌmʌtɪʃʌnz/
nest,/nɛst/
penetrate,/pɛnʌtreɪt/
saints,/seɪnts/
storyline,/stɔrilaɪn/
survives,/sɝvaɪvz/
transistors,/trænzɪstɝz/
utilize,/jutʌlaɪz/
yeast,/jist/
accumulation,/ʌkjumjʌleɪʃʌn/
anonymous,/ʌnɑnʌmʌs/
beating,/bitɪŋ/
conceptual,/kʌnsɛptʃuʌl/
denoted,/dɪnoʊtʌd/
deposition,/dɛpʌzɪʃʌn/
exchanges,/ɪkstʃeɪndʒʌz/
folklore,/foʊklɔr/
glands,/ɡlændz/
glory,/ɡlɔri/
habit,/hæbʌt/
holder,/hoʊldɝ/
indicator,/ɪndʌkeɪtɝ/
launching,/lɔntʃɪŋ/
lineage,/lɪniʌdʒ/
pale,/peɪl/
recognizes,/rɛkʌɡnaɪzʌz/
sculptures,/skʌlptʃɝz/
separating,/sɛpɝeɪtɪŋ/
yard,/jɑrd/
accumulated,/ʌkjumjʌleɪtɪd/
analogy,/ʌnælʌdʒi/
anime,N/A
annexation,/ænɛkseɪʃʌn/
auction,/ɑkʃʌn/
chromosome,/kroʊmʌsoʊm/
complementary,/kɑmplʌmɛntri/
coronation,/kɔrʌneɪʃʌn/
demonstrates,/dɛmʌnstreɪts/
drift,/drɪft/
floppy,/flɑpi/
initiatives,/ɪnɪʃʌtɪvz/
lifting,/lɪftɪŋ/
maternal,/mʌtɝnʌl/
metabolic,/mɛtʌbɑlɪk/
numerals,/numɝʌlz/
organizational,/ɔrɡʌnʌzeɪʃʌnʌl/
presumed,/prʌzumd/
revelation,/rɛvʌleɪʃʌn/
spectacular,/spɛktækjʌlɝ/
suspicion,/sʌspɪʃʌn/
anatomy,/ʌnætʌmi/
circulated,/sɝkjʌleɪtʌd/
commodities,/kʌmɑdʌtiz/
counterpart,/kaʊntɝpɑrt/
crosses,/krɔsɪz/
deaf,/dɛf/
embraced,/ɛmbreɪst/
explosives,/ɪksploʊsɪvz/
interim,/ɪntɝʌm/
knight,/naɪt/
listing,/lɪstɪŋ/
mud,/mʌd/
municipality,/mjunɪsʌpælʌti/
polymer,/pɑlʌmɝ/
preferences,/prɛfɝʌnsɪz/
screens,/skrinz/
touched,/tʌtʃt/
vertices,N/A
athletic,/æθlɛtɪk/
behave,/bɪheɪv/
commentators,/kɑmʌnteɪtɝz/
disability,/dɪsʌbɪlɪti/
download,/daʊnloʊd/
evaluated,/ɪvæljueɪtʌd/
floods,/flʌdz/
gradient,/ɡreɪdiʌnt/
hung,/hʌŋ/
infinitely,/ɪnfʌnʌtli/
junction,/dʒʌŋkʃʌn/
palm,/pɑm/
presidents,/prɛzʌdɛnts/
semantic,/sɪmæntɪk/
spectators,/spɛkteɪtɝz/
subsidies,/sʌbsʌdiz/
sustainable,/sʌsteɪnʌbʌl/
amounted,/ʌmaʊntɪd/
bull,/bʊl/
certification,/sɝtʌfʌkeɪʃʌn/
chloride,/klɔraɪd/
chorus,/kɔrʌs/
cocaine,/koʊkeɪn/
confrontation,/kɑnfrʌnteɪʃʌn/
criticisms,/krɪtɪsɪzʌmz/
crowds,/kraʊdz/
defeating,/dɪfitɪŋ/
deviation,/divieɪʃʌn/
energetic,/ɛnɝdʒɛtɪk/
fitness,/fɪtnʌs/
guerrilla,/ɡɝɪlʌ/
homosexuality,/hoʊmoʊsɛkʃʌwælʌti/
incompatible,/ɪnkʌmpætʌbʌl/
jointly,/dʒɔɪntli/
miners,/maɪnɝz/
opium,/oʊpiʌm/
pathways,/pæθweɪz/
phosphate,/fɑsfeɪt/
platinum,/plætnʌm/
proofs,/prufs/
railways,/reɪlweɪz/
rape,/reɪp/
trait,/treɪt/
wanting,/wɑntɪŋ/
airlines,/ɛrlaɪnz/
compliance,/kʌmplaɪʌns/
continuation,/kʌntɪnjueɪʃʌn/
dissolve,/dɪzɑlv/
exploited,/ɛksplɔɪtʌd/
graphical,/ɡræfɪkʌl/
inconsistent,/ɪnkʌnsɪstʌnt/
knot,/nɑt/
mirrors,/mɪrɝz/
mistaken,/mɪsteɪkʌn/
negatively,/nɛɡʌtɪvli/
oscillator,/ɑsʌleɪtɝ/
pirates,/paɪrʌts/
pretty,/prɪti/
treatise,/tritʌs/
withstand,/wɪθstænd/
attachment,/ʌtætʃmʌnt/
bison,/baɪsʌn/
blame,/bleɪm/
carriage,/kærɪdʒ/
contradiction,/kɑntrʌdɪkʃʌn/
cruisers,/kruzɝz/
dairy,/dɛri/
distinguishing,/dɪstɪŋɡwɪʃɪŋ/
drunk,/drʌŋk/
economists,/ɪkɑnʌmɪsts/
enlisted,/ɛnlɪstɪd/
feast,/fist/
granting,/ɡræntɪŋ/
interpreter,/ɪntɝprʌtɝ/
jerseys,/dʒɝziz/
locks,/lɑks/
loves,/lʌvz/
mice,/maɪs/
pixels,/pɪksʌlz/
quest,/kwɛst/
reasonably,/rizʌnʌbli/
reinforcements,/riɪnfɔrsmʌnts/
rejects,/rɪdʒɛkts/
seas,/siz/
slang,/slæŋ/
threads,/θrɛdz/
trunk,/trʌŋk/
unlimited,/ʌnlɪmʌtʌd/
wise,/waɪz/
besides,/bɪsaɪdz/
bold,/boʊld/
comprise,/kʌmpraɪz/
depressed,/dɪprɛst/
dining,/daɪnɪŋ/
exiled,/ɛɡzaɪld/
ignore,/ɪɡnɔr/
informally,/ɪnfɔrmʌli/
meals,/milz/
nicknamed,/nɪkneɪmd/
panic,/pænɪk/
ranged,/reɪndʒd/
recession,/rɪsɛʃʌn/
saint,/seɪnt/
snake,/sneɪk/
terror,/tɛrɝ/
torque,/tɔrk/
undergoing,/ʌndɝɡoʊɪŋ/
battalion,/bʌtæljʌn/
boarding,/bɔrdɪŋ/
continuum,/kʌntɪnjuʌm/
distinctions,/dɪstɪŋkʃʌnz/
drummer,/drʌmɝ/
exceeding,/ɪksidɪŋ/
exhibitions,/ɛksʌbɪʃʌnz/
halted,/hɔltʌd/
humour,N/A
le,/lʌ/
manned,/mænd/
memoirs,/mɛmwɑrz/
progressively,/prɑɡrɛsɪvli/
rainy,/reɪni/
rescued,/rɛskjud/
submission,/sʌbmɪʃʌn/
communal,/kʌmjunʌl/
cylinders,/sɪlʌndɝz/
deliberate,/dɪlɪbɝʌt/
earthquakes,/ɝθkweɪks/
feudal,/fjudʌl/
histories,/hɪstɝiz/
leisure,/lɛʒɝ/
null,/nʌl/
popularized,/pɑpjʌlɝaɪzd/
portrayal,/pɔrtreɪʌl/
propose,/prʌpoʊz/
referee,/rɛfɝi/
retrieve,/rɪtriv/
satire,/sætaɪɝ/
siblings,/sɪblɪŋz/
staying,/steɪɪŋ/
strained,/streɪnd/
surprising,/sɝpraɪzɪŋ/
updates,/ʌpdeɪts/
wells,/wɛlz/
workforce,/wɝkfɔrs/
acquiring,/ʌkwaɪrɪŋ/
afterward,/æftɝwɝd/
assassinated,/ʌsæsʌneɪtʌd/
averaged,/ævrʌdʒd/
canals,/kʌnælz/
capitalist,/kæpʌtʌlʌst/
civilizations,/sɪvʌlɪzeɪʃʌnz/
consolidated,/kʌnsɑlʌdeɪtʌd/
dots,/dɑts/
embassy,/ɛmbʌsi/
exceeds,/ɪksidz/
graduates,/ɡrædʒʌwʌts/
hazardous,/hæzɝdʌs/
helpful,/hɛlpfʌl/
initiate,/ɪnɪʃieɪt/
lots,/lɑts/
motors,/moʊtɝz/
offshore,/ɔfʃɔr/
procession,/prʌsɛʃʌn/
shoots,/ʃuts/
specialty,/spɛʃʌlti/
teaches,/titʃʌz/
thinks,/θɪŋks/
tired,/taɪɝd/
acres,/eɪkɝz/
ancestral,/ænsɛstrʌl/
assessed,/ʌsɛst/
cardinals,/kɑrdʌnʌlz/
cockpit,/kɑkpɪt/
comfort,/kʌmfɝt/
habitats,/hæbʌtæts/
horizontally,/hɔrɪzɑntʌli/
iconic,N/A
inclined,/ɪnklaɪnd/
jewelry,/dʒuʌlri/
legends,/lɛdʒʌndz/
liquids,/lɪkwʌdz/
methodology,/mɛθʌdɑlʌdʒi/
missionary,/mɪʃʌnɛri/
outline,/aʊtlaɪn/
pursuing,/pɝsuɪŋ/
repeating,/rɪpitɪŋ/
sanctions,/sæŋkʃʌnz/
suppression,/sʌprɛʃʌn/
tariffs,/tɛrʌfs/
theorists,/θiɝɪsts/
transistor,/trænzɪstɝ/
treasure,/trɛʒɝ/
triangular,/traɪæŋɡjʌlɝ/
vague,/veɪɡ/
wherein,/wɛrɪn/
anyway,/ɛniweɪ/
bent,/bɛnt/
cooperative,/koʊɑpɝeɪtɪv/
coordinated,/koʊɔrdʌneɪtɪd/
deputy,/dɛpjʌti/
disposal,/dɪspoʊzʌl/
endorsed,/ɛndɔrst/
markings,/mɑrkɪŋz/
mounting,/maʊntɪŋ/
offence,N/A
overview,/oʊvɝvju/
perceive,/pɝsiv/
pleased,/plizd/
pressing,/prɛsɪŋ/
proposes,/prʌpoʊzɪz/
rotate,/roʊteɪt/
screenplay,/skrinpleɪ/
shuttle,/ʃʌtʌl/
spanning,/spænɪŋ/
upwards,/ʌpwɝdz/
usable,/juzʌbʌl/
veto,/vitoʊ/
balloon,/bʌlun/
coating,/koʊtɪŋ/
confronted,/kʌnfrʌntʌd/
deposit,/dʌpɑzɪt/
domination,/dɑmʌneɪʃʌn/
doubts,/daʊts/
fake,/feɪk/
hell,/hɛl/
heroic,/hɪroʊɪk/
incorporating,/ɪnkɔrpɝeɪtɪŋ/
jaw,/dʒɔ/
limitation,/lɪmɪteɪʃʌn/
nominations,/nɑmʌneɪʃʌnz/
painters,/peɪntɝz/
paired,/pɛrd/
precursor,/prikɝsɝ/
quantitative,/kwɑntɪteɪtɪv/
reconciliation,/rɛkʌnsɪlieɪʃʌn/
removes,/rimuvz/
resemblance,/rɪzɛmblʌns/
revisions,/rivɪʒʌnz/
satisfaction,/sætʌsfækʃʌn/
squadrons,/skwɑdrʌnz/
supporter,/sʌpɔrtɝ/
unwilling,/ʌnwɪlɪŋ/
beans,/binz/
captive,/kæptɪv/
gameplay,N/A
healthcare,/hɛlθkɛr/
homage,/ɑmʌdʒ/
knocked,/nɑkt/
migrants,/maɪɡrʌnts/
millennium,/mʌlɛniʌm/
minorities,/maɪnɔrʌtiz/
patronage,/pætrʌnɪdʒ/
pins,/pɪnz/
prototypes,/proʊtʌtaɪps/
proud,/praʊd/
randomly,/rændʌmli/
reservoir,/rɛzʌvwɑr/
reside,/rɪzaɪd/
shortages,/ʃɔrtʌdʒʌz/
tag,/tæɡ/
tapes,/teɪps/
thicker,/θɪkɝ/
torn,/tɔrn/
transmitting,/trænsmɪtɪŋ/
yes,/jɛs/
alert,/ʌlɝt/
cardinal,/kɑrdʌnʌl/
checks,/tʃɛks/
convex,/kʌnvɛks/
cooled,/kuld/
deeds,/didz/
denounced,/dɪnaʊnst/
endemic,/ɛndɛmɪk/
endings,/ɛndɪŋz/
facilitated,/fʌsɪlʌteɪtɪd/
finale,/fʌnæli/
financed,/fɪnænst/
focal,/foʊkʌl/
freshwater,/frɛʃwɔtɝ/
invade,/ɪnveɪd/
knee,/ni/
lord,/lɔrd/
patented,/pætʌntʌd/
prizes,/praɪzʌz/
respiratory,/rɛspɝʌtɔri/
shoulders,/ʃoʊldɝz/
translate,/trænzleɪt/
trio,/trioʊ/
unreliable,/ʌnrɪlaɪʌbʌl/
visibility,/vɪzʌbɪlɪti/
approve,/ʌpruv/
arrays,/ɝeɪz/
ballistic,/bʌlɪstɪk/
boss,/bɑs/
cone,/koʊn/
critique,/krʌtik/
deficiency,/dɪfɪʃʌnsi/
devastated,/dɛvʌsteɪtʌd/
gang,/ɡæŋ/
highlighted,/haɪlaɪtɪd/
intervene,/ɪntɝvin/
metaphor,/mɛtʌfɔr/
needle,/nidʌl/
p.m.,/piɛm/
piston,/pɪstʌn/
propositions,/prɑpʌzɪʃʌnz/
rats,/ræts/
riots,/raɪʌts/
sediment,/sɛdʌmʌnt/
soluble,/sɑljʌbʌl/
springs,/sprɪŋz/
straightforward,/streɪtfɔrwɝd/
vicinity,/vʌsɪnʌti/
violated,/vaɪʌleɪtɪd/
accommodation,/ʌkɑmʌdeɪʃʌn/
adjustment,/ʌdʒʌstmʌnt/
attained,/ʌteɪnd/
cancel,/kænsʌl/
eighteen,/eɪtin/
equator,/ɪkweɪtɝ/
exponential,/ɛkspoʊnɛntʃʌl/
hierarchical,/haɪrɑrkʌkʌl/
induce,/ɪndus/
manipulate,/mʌnɪpjʌleɪt/
neglected,/nʌɡlɛktʌd/
outright,/aʊtraɪt/
parity,/pɛrʌti/
principally,/prɪnsɪpli/
recreation,/rɛkrieɪʃʌn/
securities,/sɪkjʊrʌtiz/
verified,/vɛrʌfaɪd/
airplane,/ɛrpleɪn/
cassette,/kʌsɛt/
centralized,/sɛntrʌlaɪzd/
charging,/tʃɑrdʒɪŋ/
coasts,/koʊsts/
coral,/kɔrʌl/
distress,/dɪstrɛs/
etymology,/ɛtʌmɑlʌdʒi/
evacuated,/ɪvækjʌweɪtɪd/
exclusion,/ɪkskluʒʌn/
glasses,/ɡlæsʌz/
hostility,/hɑstɪlʌti/
hydraulic,/haɪdrɔlɪk/
hypothetical,/haɪpʌθɛtʌkʌl/
institutional,/ɪnstɪtuʃʌnʌl/
issuing,/ɪʃuɪŋ/
oak,/oʊk/
oneself,/wʌnsɛlf/
originate,/ɝɪdʒʌneɪt/
pants,/pænts/
plaque,/plæk/
psychologists,/saɪkɑlʌdʒʌsts/
spheres,/sfɪrz/
suggestions,/sʌɡdʒɛstʃʌnz/
underway,/ʌndɝweɪ/
bloody,/blʌdi/
catalogue,/kætʌlɔɡ/
collector,/kʌlɛktɝ/
compose,/kʌmpoʊz/
displaying,/dɪspleɪɪŋ/
fermentation,/fɝmʌnteɪʃʌn/
holdings,/hoʊldɪŋz/
icon,/aɪkɑn/
kit,/kɪt/
pad,/pæd/
patches,/pætʃʌz/
phonetic,/fʌnɛtɪk/
rites,/raɪts/
salmon,/sæmʌn/
sits,/sɪts/
splitting,/splɪtɪŋ/
substituted,/sʌbstʌtutʌd/
surpassed,/sɝpæst/
tears,/tɛrz/
terminated,/tɝmʌneɪtʌd/
wherever,/wɛrɛvɝ/
abbreviation,/ʌbrivieɪʃʌn/
aerodynamic,/ɛroʊdaɪnæmɪk/
attacker,/ʌtækɝ/
certainty,/sɝtʌnti/
chords,/kɔrdz/
colleague,/kɑliɡ/
conform,/kʌnfɔrm/
convincing,/kʌnvɪnsɪŋ/
denotes,/dɪnoʊts/
derivation,/dɛrʌveɪʃʌn/
desperate,/dɛsprɪt/
eager,/iɡɝ/
exclude,/ɪksklud/
four-year,N/A
generous,/dʒɛnɝʌs/
globally,/ɡloʊbʌli/
immunity,/ɪmjunʌti/
injected,/ɪndʒɛktʌd/
invest,/ɪnvɛst/
joy,/dʒɔɪ/
malaria,/mʌlɛriʌ/
murders,/mɝdɝz/
nationality,/næʃʌnælʌti/
occupies,/ɑkjʌpaɪz/
owed,/oʊd/
relying,/rilaɪɪŋ/
resurrection,/rɛzɝɛkʃʌn/
shed,/ʃɛd/
sink,/sɪŋk/
solitary,/sɑlʌtɛri/
sorted,/sɔrtɪd/
sparked,/spɑrkt/
stresses,/strɛsʌz/
turbines,/tɝbaɪnz/
useless,/juslʌs/
acknowledge,/æknɑlɪdʒ/
all-time,N/A
archaic,/ɑrkeɪɪk/
bare,/bɛr/
batch,/bætʃ/
bricks,/brɪks/
comply,/kʌmplaɪ/
contraction,/kʌntrækʃʌn/
diffraction,/dɪfrækʃʌn/
ed,/ɛd/
emphasizes,/ɛmfʌsaɪzʌz/
endangered,/ɛndeɪndʒɝd/
escapes,/ɪskeɪps/
expectancy,/ɪkspɛktʌnsi/
galleries,/ɡælɝiz/
improves,/ɪmpruvz/
joins,/dʒɔɪnz/
lady,/leɪdi/
laying,/leɪɪŋ/
migrate,/maɪɡreɪt/
modeling,/mɑdʌlɪŋ/
monk,/mʌŋk/
moons,/munz/
nerves,/nɝvz/
objections,/ʌbdʒɛkʃʌnz/
overthrow,/oʊvɝθroʊ/
pigment,/pɪɡmʌnt/
pioneer,/paɪʌnɪr/
pitcher,/pɪtʃɝ/
residual,/rɪzɪdʒuʌl/
sunk,/sʌŋk/
synthesized,/sɪnθɪsaɪzd/
trajectory,/trʌdʒɛktɝi/
trivial,/trɪviʌl/
wouldn't,/wʊdʌnt/
aquatic,/ʌkwɑtɪk/
arising,/ɝaɪzɪŋ/
boiled,/bɔɪld/
bottles,/bɑtʌlz/
breeds,/bridz/
conditional,/kʌndɪʃʌnʌl/
constructions,/kʌnstrʌkʃʌnz/
diagrams,/daɪʌɡræmz/
equivalence,/ɪkwɪvʌlʌns/
expenditure,/ɪkspɛndʌtʃɝ/
flies,/flaɪz/
fluids,/fluʌdz/
guitarist,/ɡɪtɑrʌst/
hire,/haɪɝ/
hosting,/hoʊstɪŋ/
indefinitely,/ɪndɛfʌnʌtli/
miniature,/mɪniʌtʃʊr/
other's,/ʌðɝz/
outputs,/aʊtpʊts/
pitched,/pɪtʃt/
pray,/preɪ/
prophet,/prɑfʌt/
restoring,/rɪstɔrɪŋ/
rush,/rʌʃ/
scan,/skæn/
selecting,/sʌlɛktɪŋ/
smart,/smɑrt/
spy,/spaɪ/
stripes,/straɪps/
subsidiary,/sʌbsɪdiɛri/
superseded,/supɝsidʌd/
tails,/teɪlz/
affinity,/ʌfɪnʌti/
beats,/bits/
clearing,/klɪrɪŋ/
decoration,/dɛkɝeɪʃʌn/
demographic,/dɛmʌɡræfɪk/
depleted,/dɪplitɪd/
drying,/draɪɪŋ/
enthusiastic,/ɪnθuziæstɪk/
experimentation,/ɪkspɛrʌmʌnteɪʃʌn/
finals,/faɪnʌlz/
hunger,/hʌŋɡɝ/
inception,/ɪnsɛpʃʌn/
incorrectly,/ɪnkɝɛktli/
inscribed,/ɪnskraɪbd/
interacting,/ɪntɝæktɪŋ/
lions,/laɪʌnz/
mercy,/mɝsi/
merit,/mɛrʌt/
morale,/mɝæl/
offerings,/ɔfɝɪŋz/
olive,/ɑlʌv/
painful,/peɪnfʌl/
psychiatric,/saɪkiætrɪk/
snakes,/sneɪks/
sometime,/sʌmtaɪm/
spell,/spɛl/
spotted,/spɑtʌd/
viewpoint,/vjupɔɪnt/
virtues,/vɝtʃuz/
assertion,/ʌsɝʃʌn/
asteroid,/æstɝɔɪd/
blockade,/blɑkeɪd/
casino,/kʌsinoʊ/
chiefly,/tʃifli/
chiefs,/tʃifs/
commissions,/kʌmɪʃʌnz/
debuted,/deɪbjud/
ecosystem,/ikoʊsɪstʌm/
fireworks,/faɪrwɝks/
fundamentally,/fʌndʌmɛntʌli/
gentle,/dʒɛntʌl/
immigrant,/ɪmʌɡrʌnt/
limb,/lɪm/
oils,/ɔɪlz/
physicists,/fɪzɪsɪsts/
plantation,/plænteɪʃʌn/
republics,/ripʌblɪks/
routers,/rutɝz/
shortest,/ʃɔrtɪst/
streak,/strik/
subspecies,N/A
sympathy,/sɪmpʌθi/
throat,/θroʊt/
woods,/wʊdz/
apple,/æpʌl/
ash,/æʃ/
assign,/ʌsaɪn/
cane,/keɪn/
coconut,/koʊkʌnʌt/
coupling,/kʌplɪŋ/
elastic,/ɪlæstɪk/
embryo,/ɛmbrioʊ/
escort,/ɛskɔrt/
facial,/feɪʃʌl/
hatred,/heɪtrʌd/
honors,/ɑnɝz/
inversion,/ɪnvɝʒʌn/
programmed,/proʊɡræmd/
prolific,/proʊlɪfɪk/
rebuilding,/ribɪldɪŋ/
resolutions,/rɛzʌluʃʌnz/
sentiment,/sɛntʌmʌnt/
settling,/sɛtʌlɪŋ/
sinking,/sɪŋkɪŋ/
specialists,/spɛʃʌlʌsts/
suppose,/sʌpoʊz/
synonymous,/sʌnɑnʌmʌs/
talents,/tælʌnts/
worried,/wɝid/
accumulate,/ʌkjumjʌleɪt/
alignment,/ʌlaɪnmʌnt/
anthropology,/ænθrʌpɑlʌdʒi/
attested,/ʌtɛstɪd/
backbone,/bækboʊn/
classify,/klæsʌfaɪ/
coherent,/koʊhɪrʌnt/
collisions,/kʌlɪʒʌnz/
composing,/kʌmpoʊzɪŋ/
compute,/kʌmpjut/
demonstrating,/dɛmʌnstreɪtɪŋ/
devotion,/dɪvoʊʃʌn/
fragile,/frædʒʌl/
fulfilled,/fʊlfɪld/
graduation,/ɡrædʒueɪʃʌn/
guides,/ɡaɪdz/
inefficient,/ɪnɪfɪʃʌnt/
influx,/ɪnflʌks/
luck,/lʌk/
onward,/ɔnwɝd/
persisted,/pɝsɪstʌd/
predominant,/prɪdɑmʌnʌnt/
prominently,/prɑmʌnʌntli/
recommendation,/rɛkʌmʌndeɪʃʌn/
sails,/seɪlz/
shocked,/ʃɑkt/
skeleton,/skɛlʌtʌn/
slots,/slɑts/
stellar,/stɛlɝ/
surroundings,/sɝaʊndɪŋz/
tips,/tɪps/
vertex,/vɝtɛks/
adjective,/ædʒɪktɪv/
alliances,/ʌlaɪʌnsʌz/
armored,/ɑrmɝd/
attractions,/ʌtrækʃʌnz/
besieged,/bɪsidʒd/
campuses,/kæmpʌsʌz/
cancellation,/kænsʌleɪʃʌn/
coloured,/kʌlɝd/
companions,/kʌmpænjʌnz/
compelled,/kʌmpɛld/
cow,/kaʊ/
deteriorated,/dɪtɪriɝeɪtɪd/
directory,/dɝɛktɝi/
disastrous,/dɪzæstrʌs/
ejected,/ɪdʒɛktɪd/
evaporation,/ɪvæpɝeɪʃʌn/
favourable,N/A
finances,/fɪnænsɪz/
float,/floʊt/
gel,/dʒɛl/
handles,/hændʌlz/
jokes,/dʒoʊks/
lap,/læp/
nobody,/noʊbɑdi/
pigments,/pɪɡmʌnts/
practicing,/præktʌsɪŋ/
scanning,/skænɪŋ/
stimulus,/stɪmjʌlʌs/
trillion,/trɪljʌn/
voltages,/voʊltʌdʒʌz/
alcoholic,/ælkʌhɑlɪk/
authenticity,/ɔθʌntɪsɪti/
ceramic,/sɝæmɪk/
inaugurated,/ɪnɔɡɝeɪtɪd/
inducted,/ɪndʌktʌd/
insertion,/ɪnsɝʃʌn/
institute,/ɪnstʌtut/
matrices,/meɪtrɪsɪz/
prevalence,/prɛvʌlʌns/
signatures,/sɪɡnʌtʃɝz/
torpedoes,/tɔrpidoʊz/
undergone,/ʌndɝɡɔn/
antiquity,/æntɪkwʌti/
arcade,/ɑrkeɪd/
comparisons,/kʌmpɛrʌsʌnz/
conductors,/kʌndʌktɝz/
contingent,/kʌntɪndʒʌnt/
depictions,/dɪpɪkʃʌnz/
dispatched,/dɪspætʃt/
downstream,/daʊnstrim/
enduring,/ɛndjʊrɪŋ/
granite,/ɡrænʌt/
intercepted,/ɪntɝsɛptʌd/
jersey,/dʒɝzi/
legitimacy,/lʌdʒɪtʌmʌsi/
lesbian,/lɛzbiʌn/
mill,/mɪl/
monuments,/mɑnjʌmʌnts/
occupying,/ɑkjʌpaɪɪŋ/
parallels,/pɛrʌlɛlz/
pointer,/pɔɪntɝ/
recursive,N/A
weigh,/weɪ/
yielded,/jildʌd/
cites,/saɪts/
conservatives,/kʌnsɝvʌtɪvz/
contrasts,/kɑntræsts/
corpse,/kɔrps/
decomposition,/dikʌmpoʊzɪʃʌn/
fluctuations,/flʌktʃueɪʃʌnz/
fog,/fɑɡ/
forum,/fɔrʌm/
imagine,/ɪmædʒʌn/
listeners,/lɪsʌnɝz/
modernization,/mɑdɝnʌzeɪʃʌn/
obey,/oʊbeɪ/
optimization,/ɑptʌmʌzeɪʃʌn/
pigs,/pɪɡz/
popularly,/pɑpjʌlɝli/
relaxed,/rɪlækst/
repaired,/rɪpɛrd/
resembling,/rɪzɛmbʌlɪŋ/
scenarios,/sɪnɛrioʊz/
tile,/taɪl/
topped,/tɑpt/
troubled,/trʌbʌld/
tunes,/tunz/
unwanted,/ʌnwɔntɪd/
antennas,/æntɛnʌz/
apartments,/ʌpɑrtmʌnts/
breakthrough,/breɪkθru/
deadly,/dɛdli/
dignity,/dɪɡnʌti/
donations,/doʊneɪʃʌnz/
dragon,/dræɡʌn/
ecology,/ɪkɑlʌdʒi/
embrace,/ɛmbreɪs/
ethanol,/ɛθʌnɔl/
executing,/ɛksʌkjutɪŋ/
expired,/ɪkspaɪrd/
follow-up,N/A
glaciers,/ɡleɪʃɝz/
gospel,/ɡɑspʌl/
grams,/ɡræmz/
larvae,/lɑrvi/
maximize,/mæksʌmaɪz/
metabolism,/mʌtæbʌlɪzʌm/
preaching,/pritʃɪŋ/
prefixes,N/A
premier,/prɛmɪr/
promptly,/prɑmptli/
propeller,/prʌpɛlɝ/
rails,/reɪlz/
reporters,/rɪpɔrtɝz/
reunion,/riunjʌn/
ridges,/rɪdʒʌz/
squad,/skwɑd/
sticks,/stɪks/
subdivided,/sʌbdɪvaɪdɪd/
supplier,/sʌplaɪɝ/
suspicious,/sʌspɪʃʌs/
talked,/tɔkt/
upcoming,/ʌpkʌmɪŋ/
volatile,/vɑlʌtʌl/
workshop,/wɝkʃɑp/
acidic,/ʌsɪdɪk/
conscience,/kɑnʃʌns/
cylindrical,/sʌlɪndrɪkʌl/
disagreed,/dɪsʌɡrid/
establishments,/ɛstæblɪʃmʌnts/
fungi,/fʌndʒaɪ/
impractical,/ɪmpræktʌkʌl/
inspection,/ɪnspɛkʃʌn/
lasers,/leɪzɝz/
microscopic,/maɪkrʌskɑpɪk/
mold,/moʊld/
monastic,/mʌnæstɪk/
monitors,/mɑnʌtɝz/
ourselves,/aʊɝsɛlvz/
potato,/pʌteɪtoʊ/
potatoes,/pʌteɪtoʊz/
recorder,/rɪkɔrdɝ/
resume,/rɪzum/
seize,/siz/
